@RELATION goodreads_nlp
	@ATTRIBUTE text  string
	@ATTRIBUTE class        {art,music,science,history,religion,romance,travel,fiction}
@DATA
"Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders (Hardcover)",travel
"Ghost Train to the Eastern Star (Hardcover)",travel
"The Snow Leopard (Paperback)",travel
"The Travel Book: A Journey Through Every Country in the World (Paperback)",travel
"A Year in the World: Journeys of a Passionate Traveller (Paperback)",travel
"The Places in Between (Paperback)",travel
"The Motorcycle Diaries: Notes on a Latin American Journey (Paperback)",travel
"Kon-Tiki (Paperback)",travel
"A Short Walk in the Hindu Kush (Hardcover)",travel
"Tracks: A Woman's Solo Trek Across 1700 Miles of Australian Outback (Paperback)",travel
"The Lost Girls: Three Friends. Four Continents. One Unconventional Detour Around the World. (Hardcover)",travel
"Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time (Paperback)",travel
"A Walk in the Woods: Rediscovering America on the Appalachian Trail (Mass Market Paperback)",travel
"In a Sunburned Country (Paperback)",travel
"Notes from a Small Island (Paperback)",travel
"Eat, Pray, Love (Paperback)",travel
"Neither Here nor There: Travels in Europe (Paperback)",travel
"Wild: From Lost to Found on the Pacific Crest Trail (Hardcover)",travel
"The Lost Continent: Travels in Small Town America (Paperback)",travel
"Into the Wild (Paperback)",travel
"I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away (Paperback)",travel
"Travels with Charley: In Search of America (Paperback)",travel
"Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel (Paperback)",travel
"Under the Tuscan Sun (Paperback)",travel
"A Year in Provence (Paperback)",travel
"On the Road (Paperback)",travel
"The Road to Little Dribbling: Adventures of an American in Britain (Hardcover)",travel
"The Great Railway Bazaar (Paperback)",travel
"The Geography of Bliss: One Grump's Search for the Happiest Places in the World (Paperback)",travel
"1,000 Places to See Before You Die (Paperback)",travel
"The Art of Travel (Paperback)",travel
"Into Thin Air: A Personal Account of the Mount Everest Disaster (Paperback)",travel
"In Patagonia (Paperback)",travel
"The Sex Lives of Cannibals: Adrift in the Equatorial Pacific (Paperback)",travel
"Dark Star Safari: Overland from Cairo to Cape Town (Paperback)",travel
"A Time of Gifts (Paperback)",travel
"Tales of a Female Nomad: Living at Large in the World (Paperback)",travel
"Round Ireland with a Fridge (Paperback)",travel
"Without Reservations: The Travels of an Independent Woman (Paperback)",travel
"Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time (Hardcover)",travel
"The Lost City of Z: A Tale of Deadly Obsession in the Amazon (Hardcover)",travel
"Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation, or How He Became Comfortable Eating Live Squid (Hardcover)",travel
"Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu (Paperback)",travel
"The Old Patagonian Express: By Train Through the Americas (Paperback)",travel
"Seven Years in Tibet (Paperback)",travel
"Riding the Iron Rooster (Paperback)",travel
"A Cook's Tour: Global Adventures in Extreme Cuisines (Paperback)",travel
"Holy Cow: An Indian Adventure (Paperback)",travel
"The Innocents Abroad (Paperback)",travel
"Bill Bryson's African Diary (Hardcover)",travel
"Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders (Hardcover)",travel
"Ghost Train to the Eastern Star (Hardcover)",travel
"The Snow Leopard (Paperback)",travel
"The Travel Book: A Journey Through Every Country in the World (Paperback)",travel
"A Year in the World: Journeys of a Passionate Traveller (Paperback)",travel
"The Places in Between (Paperback)",travel
"The Motorcycle Diaries: Notes on a Latin American Journey (Paperback)",travel
"Kon-Tiki (Paperback)",travel
"A Short Walk in the Hindu Kush (Hardcover)",travel
"Tracks: A Woman's Solo Trek Across 1700 Miles of Australian Outback (Paperback)",travel
"The Lost Girls: Three Friends. Four Continents. One Unconventional Detour Around the World. (Hardcover)",travel
"Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time (Paperback)",travel
"A Walk in the Woods: Rediscovering America on the Appalachian Trail (Mass Market Paperback)",travel
"In a Sunburned Country (Paperback)",travel
"Notes from a Small Island (Paperback)",travel
"Eat, Pray, Love (Paperback)",travel
"Neither Here nor There: Travels in Europe (Paperback)",travel
"Wild: From Lost to Found on the Pacific Crest Trail (Hardcover)",travel
"The Lost Continent: Travels in Small Town America (Paperback)",travel
"Into the Wild (Paperback)",travel
"I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away (Paperback)",travel
"Travels with Charley: In Search of America (Paperback)",travel
"Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel (Paperback)",travel
"Under the Tuscan Sun (Paperback)",travel
"A Year in Provence (Paperback)",travel
"On the Road (Paperback)",travel
"The Road to Little Dribbling: Adventures of an American in Britain (Hardcover)",travel
"The Great Railway Bazaar (Paperback)",travel
"The Geography of Bliss: One Grump's Search for the Happiest Places in the World (Paperback)",travel
"1,000 Places to See Before You Die (Paperback)",travel
"The Art of Travel (Paperback)",travel
"Into Thin Air: A Personal Account of the Mount Everest Disaster (Paperback)",travel
"In Patagonia (Paperback)",travel
"The Sex Lives of Cannibals: Adrift in the Equatorial Pacific (Paperback)",travel
"Dark Star Safari: Overland from Cairo to Cape Town (Paperback)",travel
"A Time of Gifts (Paperback)",travel
"Tales of a Female Nomad: Living at Large in the World (Paperback)",travel
"Round Ireland with a Fridge (Paperback)",travel
"Without Reservations: The Travels of an Independent Woman (Paperback)",travel
"Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time (Hardcover)",travel
"The Lost City of Z: A Tale of Deadly Obsession in the Amazon (Hardcover)",travel
"Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation, or How He Became Comfortable Eating Live Squid (Hardcover)",travel
"Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu (Paperback)",travel
"The Old Patagonian Express: By Train Through the Americas (Paperback)",travel
"Seven Years in Tibet (Paperback)",travel
"Riding the Iron Rooster (Paperback)",travel
"A Cook's Tour: Global Adventures in Extreme Cuisines (Paperback)",travel
"Holy Cow: An Indian Adventure (Paperback)",travel
"The Innocents Abroad (Paperback)",travel
"Bill Bryson's African Diary (Hardcover)",travel
"Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders (Hardcover)",travel
"Ghost Train to the Eastern Star (Hardcover)",travel
"The Snow Leopard (Paperback)",travel
"The Travel Book: A Journey Through Every Country in the World (Paperback)",travel
"A Year in the World: Journeys of a Passionate Traveller (Paperback)",travel
"The Places in Between (Paperback)",travel
"The Motorcycle Diaries: Notes on a Latin American Journey (Paperback)",travel
"Kon-Tiki (Paperback)",travel
"A Short Walk in the Hindu Kush (Hardcover)",travel
"Tracks: A Woman's Solo Trek Across 1700 Miles of Australian Outback (Paperback)",travel
"The Lost Girls: Three Friends. Four Continents. One Unconventional Detour Around the World. (Hardcover)",travel
"Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time (Paperback)",travel
"A Walk in the Woods: Rediscovering America on the Appalachian Trail (Mass Market Paperback)",travel
"In a Sunburned Country (Paperback)",travel
"Notes from a Small Island (Paperback)",travel
"Eat, Pray, Love (Paperback)",travel
"Neither Here nor There: Travels in Europe (Paperback)",travel
"Wild: From Lost to Found on the Pacific Crest Trail (Hardcover)",travel
"The Lost Continent: Travels in Small Town America (Paperback)",travel
"Into the Wild (Paperback)",travel
"I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away (Paperback)",travel
"Travels with Charley: In Search of America (Paperback)",travel
"Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel (Paperback)",travel
"Under the Tuscan Sun (Paperback)",travel
"A Year in Provence (Paperback)",travel
"On the Road (Paperback)",travel
"The Road to Little Dribbling: Adventures of an American in Britain (Hardcover)",travel
"The Great Railway Bazaar (Paperback)",travel
"The Geography of Bliss: One Grump's Search for the Happiest Places in the World (Paperback)",travel
"1,000 Places to See Before You Die (Paperback)",travel
"The Art of Travel (Paperback)",travel
"Into Thin Air: A Personal Account of the Mount Everest Disaster (Paperback)",travel
"In Patagonia (Paperback)",travel
"The Sex Lives of Cannibals: Adrift in the Equatorial Pacific (Paperback)",travel
"Dark Star Safari: Overland from Cairo to Cape Town (Paperback)",travel
"A Time of Gifts (Paperback)",travel
"Tales of a Female Nomad: Living at Large in the World (Paperback)",travel
"Round Ireland with a Fridge (Paperback)",travel
"Without Reservations: The Travels of an Independent Woman (Paperback)",travel
"Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time (Hardcover)",travel
"The Lost City of Z: A Tale of Deadly Obsession in the Amazon (Hardcover)",travel
"Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation, or How He Became Comfortable Eating Live Squid (Hardcover)",travel
"Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu (Paperback)",travel
"The Old Patagonian Express: By Train Through the Americas (Paperback)",travel
"Seven Years in Tibet (Paperback)",travel
"Riding the Iron Rooster (Paperback)",travel
"A Cook's Tour: Global Adventures in Extreme Cuisines (Paperback)",travel
"Holy Cow: An Indian Adventure (Paperback)",travel
"The Innocents Abroad (Paperback)",travel
"Bill Bryson's African Diary (Hardcover)",travel
"Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders (Hardcover)",travel
"Ghost Train to the Eastern Star (Hardcover)",travel
"The Snow Leopard (Paperback)",travel
"The Travel Book: A Journey Through Every Country in the World (Paperback)",travel
"A Year in the World: Journeys of a Passionate Traveller (Paperback)",travel
"The Places in Between (Paperback)",travel
"The Motorcycle Diaries: Notes on a Latin American Journey (Paperback)",travel
"Kon-Tiki (Paperback)",travel
"A Short Walk in the Hindu Kush (Hardcover)",travel
"Tracks: A Woman's Solo Trek Across 1700 Miles of Australian Outback (Paperback)",travel
"The Lost Girls: Three Friends. Four Continents. One Unconventional Detour Around the World. (Hardcover)",travel
"Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time (Paperback)",travel
"A Walk in the Woods: Rediscovering America on the Appalachian Trail (Mass Market Paperback)",travel
"In a Sunburned Country (Paperback)",travel
"Notes from a Small Island (Paperback)",travel
"Eat, Pray, Love (Paperback)",travel
"Neither Here nor There: Travels in Europe (Paperback)",travel
"Wild: From Lost to Found on the Pacific Crest Trail (Hardcover)",travel
"The Lost Continent: Travels in Small Town America (Paperback)",travel
"Into the Wild (Paperback)",travel
"I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away (Paperback)",travel
"Travels with Charley: In Search of America (Paperback)",travel
"Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel (Paperback)",travel
"Under the Tuscan Sun (Paperback)",travel
"A Year in Provence (Paperback)",travel
"On the Road (Paperback)",travel
"The Road to Little Dribbling: Adventures of an American in Britain (Hardcover)",travel
"The Great Railway Bazaar (Paperback)",travel
"The Geography of Bliss: One Grump's Search for the Happiest Places in the World (Paperback)",travel
"1,000 Places to See Before You Die (Paperback)",travel
"The Art of Travel (Paperback)",travel
"Into Thin Air: A Personal Account of the Mount Everest Disaster (Paperback)",travel
"In Patagonia (Paperback)",travel
"The Sex Lives of Cannibals: Adrift in the Equatorial Pacific (Paperback)",travel
"Dark Star Safari: Overland from Cairo to Cape Town (Paperback)",travel
"A Time of Gifts (Paperback)",travel
"Tales of a Female Nomad: Living at Large in the World (Paperback)",travel
"Round Ireland with a Fridge (Paperback)",travel
"Without Reservations: The Travels of an Independent Woman (Paperback)",travel
"Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time (Hardcover)",travel
"The Lost City of Z: A Tale of Deadly Obsession in the Amazon (Hardcover)",travel
"Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation, or How He Became Comfortable Eating Live Squid (Hardcover)",travel
"Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu (Paperback)",travel
"The Old Patagonian Express: By Train Through the Americas (Paperback)",travel
"Seven Years in Tibet (Paperback)",travel
"Riding the Iron Rooster (Paperback)",travel
"A Cook's Tour: Global Adventures in Extreme Cuisines (Paperback)",travel
"Holy Cow: An Indian Adventure (Paperback)",travel
"The Innocents Abroad (Paperback)",travel
