@RELATION goodreads_nlp
	@ATTRIBUTE text  string
	@ATTRIBUTE class        {art,fiction}
@DATA
"A Great and Terrible Beauty (Gemma Doyle #1)",fiction
"Little House in the Big Woods (Little House, #1)",fiction
"A Dog's Purpose (A Dog's Purpose, #1)",fiction
"The Mothers (Hardcover)",fiction
"The Windup Girl (Hardcover)",fiction
"Fathers and Sons (Paperback)",fiction
"Behold the Dreamers (Paperback)",fiction
"Delirium (Delirium, #1)",fiction
"The Fiery Cross (Outlander, #5)",fiction
"Anathem (Hardcover)",fiction
"Amsterdam (Paperback)",fiction
"The Penelopiad (Hardcover)",fiction
"Go Ask Alice (Paperback)",fiction
"Ivanhoe (Paperback)",fiction
"The Wonder (Hardcover)",fiction
"Clear and Present Danger (Jack Ryan Universe, #6)",fiction
"The Yellow Wall-Paper (Paperback)",fiction
"The Seven Husbands of Evelyn Hugo (Hardcover)",fiction
"State of Fear (Mass Market Paperback)",fiction
"The Man Who Was Thursday: A Nightmare (Paperback)",fiction
"The Children Act (Hardcover)",fiction
"For One More Day (Hardcover)",fiction
"P.S. I Love You (Paperback)",fiction
"Then We Came to the End (Hardcover)",fiction
"Preludes & Nocturnes (The Sandman, #1)",fiction
"Super Sad True Love Story (Hardcover)",fiction
"The Hotel New Hampshire (Paperback)",fiction
"All the Bright Places (Hardcover)",fiction
"Scarlet (The Lunar Chronicles, #2)",fiction
"The Sorrows of Young Werther (Paperback)",fiction
"The Prince and the Pauper (Paperback)",fiction
"The Inheritance of Loss (Paperback)",fiction
"The Magic Mountain (Paperback)",fiction
"Clockwork Angel (The Infernal Devices, #1)",fiction
"March (Paperback)",fiction
"Fool Moon (The Dresden Files, #2)",fiction
"The City of Ember (Paperback)",fiction
"The Time Keeper (Hardcover)",fiction
"Slade House (Kindle Edition)",fiction
"Little House on the Prairie (Little House, #2)",fiction
"Player Piano (Paperback)",fiction
"It's Kind of a Funny Story (Paperback)",fiction
"Before I Fall (Paperback)",fiction
"Firefly Lane (Firefly Lane, #1)",fiction
"Crossing to Safety (Paperback)",fiction
"The Killer Angels (The Civil War Trilogy, #2)",fiction
"Tipping the Velvet (Paperback)",fiction
"Airframe (Paperback)",fiction
"The Witch of Blackbird Pond (Paperback)",fiction
"Death Comes to Pemberley (Hardcover)",fiction
"Cell (Mass Market Paperback)",fiction
"The Ersatz Elevator (A Series of Unfortunate Events, #6)",fiction
"Definitely Dead (Sookie Stackhouse, #6)",fiction
"All Together Dead (Sookie Stackhouse, #7)",fiction
"The Bourne Supremacy (Jason Bourne, #2)",fiction
"Skipping Christmas (Paperback)",fiction
"The Last Song (Hardcover)",fiction
"Ubik (Paperback)",fiction
"The Raven Boys (The Raven Cycle, #1)",fiction
"The Great Hunt (Wheel of Time, #2)",fiction
"The Tenant of Wildfell Hall (Paperback)",fiction
"Ella Minnow Pea: A Novel in Letters (Paperback)",fiction
"Villette (Paperback)",fiction
"Mystic River (Paperback)",fiction
"Death on the Nile (Hercule Poirot, #17)",fiction
"Messenger (Paperback)",fiction
"The Jungle Book (Paperback)",fiction
"The Prime of Miss Jean Brodie (Paperback)",fiction
"Corelli's Mandolin (Paperback)",fiction
"The Great Divorce (Paperback)",fiction
"Ragtime (Paperback)",fiction
"Son of a Witch (The Wicked Years, #2)",fiction
"The Dog Stars (Hardcover)",fiction
"Reamde (Hardcover)",fiction
"The 5th Wave (The 5th Wave, #1)",fiction
"Perdido Street Station (New Crobuzon, #1)",fiction
"Even Cowgirls Get the Blues (Paperback)",fiction
"My Name Is Red (Paperback)",fiction
"Bag of Bones (Mass Market Paperback)",fiction
"Bastard Out of Carolina (Mass Market Paperback)",fiction
"Ancillary Justice (Imperial Radch, #1)",fiction
"The First Fifteen Lives of Harry August (Kindle Edition)",fiction
"The Dry (Aaron Falk, #1)",fiction
"The Little Stranger (Paperback)",fiction
"A Reliable Wife (Hardcover)",fiction
"Vanishing Acts (Paperback)",fiction
"Lilac Girls (Lilac Girls, #1)",fiction
"I'll Give You the Sun (Hardcover)",fiction
"Cold Sassy Tree (Kindle Edition)",fiction
"The Magus (Paperback)",fiction
"Eleven Minutes (Paperback)",fiction
"The Grownup (Hardcover)",fiction
"Dance Dance Dance (The Rat, #4)",fiction
"Along Came a Spider (Alex Cross, #1)",fiction
"In a Dark, Dark Wood (Paperback)",fiction
"Ham on Rye (Paperback)",fiction
"Dept. of Speculation (Hardcover)",fiction
"Smoke and Mirrors: Short Fiction and Illusions (Mass Market Paperback)",fiction
"A Streetcar Named Desire (Paperback)",fiction
"Perelandra (The Space Trilogy, #2)",fiction
"Three Men in a Boat (Three Men, #1)",fiction
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",fiction
"The Leftovers (Hardcover)",fiction
"Tinkers (Hardcover)",fiction
"The Castle (Paperback)",fiction
"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead (Paperback)",fiction
"What Is the What (Hardcover)",fiction
"The Mysterious Benedict Society (Kindle Edition)",fiction
"Shopgirl (Paperback)",fiction
"The Partner (Paperback)",fiction
"The Hero of Ages (Mistborn, #3)",fiction
"Shadow and Bone (The Shadow and Bone Trilogy, #1)",fiction
"Every Day (Every Day, #1)",fiction
"Horns (Hardcover)",fiction
"Kitchen (Paperback)",fiction
"Einstein's Dreams (Paperback)",fiction
"Wyrd Sisters (Discworld, #6; Witches #2)",fiction
"Between Shades of Gray (Hardcover)",fiction
"Rich People Problems (Crazy Rich Asians, #3)",fiction
"The Well of Ascension (Mistborn, #2)",fiction
"Rant (Hardcover)",fiction
"The Couple Next Door (Hardcover)",fiction
"The Good Girl (Hardcover)",fiction
"Children of Blood and Bone (Legacy of Orïsha, #1)",fiction
"The Street Lawyer (Paperback)",fiction
"The Brethren (Paperback)",fiction
"Manhattan Beach (Hardcover)",fiction
"The Undomestic Goddess (Paperback)",fiction
"The Merchant of Venice (Paperback)",fiction
"I Am Legend (Kindle Edition)",fiction
"Demian. Die Geschichte von Emil Sinclairs Jugend (Paperback)",fiction
"A Swiftly Tilting Planet (Time Quintet, #3)",fiction
"Aesop's Fables (Paperback)",fiction
"O Pioneers! (Great Plains Trilogy, #1)",fiction
"Snow (Paperback)",fiction
"Absalom, Absalom! (Paperback)",fiction
"Ficciones (Paperback)",fiction
"Underworld (Paperback)",fiction
"Small Gods (Discworld, #13)",fiction
"The Talented Mr. Ripley (Ripley, #1)",fiction
"Children of Dune (Dune Chronicles #3)",fiction
"We Were the Mulvaneys (Paperback)",fiction
"My Name Is Asher Lev (Paperback)",fiction
"Through the Looking-Glass and What Alice Found There (Alice's Adventures in Wonderland, #2)",fiction
"Prep (Paperback)",fiction
"Reconstructing Amelia (Hardcover)",fiction
"Today Will Be Different (Hardcover)",fiction
"Longbourn (Hardcover)",fiction
"A Widow for One Year (Paperback)",fiction
"Sourdough (Hardcover)",fiction
"I Know This Much Is True (Paperback)",fiction
"Dolores Claiborne (ebook)",fiction
"Handle with Care (Hardcover)",fiction
"The Mammoth Hunters (Earth's Children, #3)",fiction
"The Moviegoer (Paperback)",fiction
"Valley of the Dolls (Paperback)",fiction
"From Dead to Worse (Sookie Stackhouse, #8)",fiction
"The Little Friend (Paperback)",fiction
"Redeeming Love (Paperback)",fiction
"Dead and Gone (Sookie Stackhouse, #9)",fiction
"Heidi (Paperback)",fiction
"The Book of Unknown Americans (Hardcover)",fiction
"Labyrinths:  Selected Stories and Other Writings (Paperback)",fiction
"Cold Comfort Farm (Paperback)",fiction
"The Vile Village (A Series of Unfortunate Events, #7)",fiction
"Rendezvous with Rama (Rama, #1)",fiction
"Sons and Lovers (Paperback)",fiction
"The Complete Stories (Paperback)",fiction
"Night (The Night Trilogy, #1)",fiction
"Tales of the City (Tales of the City, #1)",fiction
"The Tale of Despereaux (Paperback)",fiction
"Pretties (Uglies, #2)",fiction
"Red Storm Rising (Audio Cassette)",fiction
"The Eyes of the Dragon (Paperback)",fiction
"The Complete Grimm's Fairy Tales (Paperback)",fiction
"The Magician King (The Magicians, #2)",fiction
"Battle Royale (Paperback)",fiction
"Insomnia (Pasta blanda)",fiction
"Night Shift (Paperback)",fiction
"The Essex Serpent (Hardcover)",fiction
"The Razor's Edge (Paperback)",fiction
"American War (Kindle Edition)",fiction
"The Dragon Reborn (Wheel of Time, #3)",fiction
"Next (Hardcover)",fiction
"The Heart Goes Last (Hardcover)",fiction
"The Long Walk (Paperback)",fiction
"The Exorcist (Mass Market Paperback)",fiction
"Angela's Ashes (Frank McCourt, #1)",fiction
"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #15)",fiction
"The Tell-Tale Heart and Other Writings (Mass Market Paperback)",fiction
"The Lake House (Hardcover)",fiction
"The Yellow Wallpaper and Other Stories (Paperback)",fiction
"The Lathe of Heaven (Paperback)",fiction
"Change of Heart (Hardcover)",fiction
"Redshirts (Hardcover)",fiction
"Soulless (Parasol Protectorate, #1)",fiction
"Going Postal (Discworld, #33; Moist von Lipwig, #1)",fiction
"The Book of Laughter and Forgetting (Paperback)",fiction
"The Son of Neptune (The Heroes of Olympus, #2)",fiction
"The Girls' Guide to Hunting and Fishing (Paperback)",fiction
"The Beautiful and Damned (Paperback)",fiction
"The Collector (Paperback)",fiction
"Push (Paperback)",fiction
"The Girl Who Chased the Moon (Hardcover)",fiction
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",fiction
"The Last Juror (Paperback)",fiction
"Anne's House of Dreams (Anne of Green Gables, #5)",fiction
"The Strange Library (Paperback)",fiction
"Luckiest Girl Alive (Hardcover)",fiction
"Redwall (Redwall, #1)",fiction
"The Tale of the Body Thief (The Vampire Chronicles, #4)",fiction
"Those Who Leave and Those Who Stay (The Neapolitan Novels, #3)",fiction
"The Taming of the Shrew (Paperback)",fiction
"A God in Ruins (Todd Family, #2)",fiction
"The Arabian Nights (Paperback)",fiction
"Kane and Abel (Kane and Abel, #1)",fiction
"News of the World (Hardcover)",fiction
"City of Fallen Angels (The Mortal Instruments, #4)",fiction
"A Good Man is Hard to Find and Other Stories (Hardcover)",fiction
"His Dark Materials (His Dark Materials #1-3)",fiction
"Anne of Windy Poplars (Anne of Green Gables, #4)",fiction
"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",fiction
"Carol (Paperback)",fiction
"Pattern Recognition (Blue Ant, #1)",fiction
"The Children of Húrin (Hardcover)",fiction
"The Sun Is Also a Star (Hardcover)",fiction
"The Outsider (Hardcover)",fiction
"Sweet Tooth (Hardcover)",fiction
"Safe Haven (Kindle Edition)",fiction
"Moloka'i (Moloka'i #1)",fiction
"The King of Torts (Paperback)",fiction
"Sleeping Giants (Themis Files, #1)",fiction
"The Book of Speculation (Hardcover)",fiction
"Jaws (Jaws #1)",fiction
"Rivers of London (Peter Grant, #1)",fiction
"A Brief History of Seven Killings (Hardcover)",fiction
"The Distant Hours (Hardcover)",fiction
"Because of Winn-Dixie (Paperback)",fiction
"The Epic of Gilgamesh (Paperback)",fiction
"The Narrow Road to the Deep North (Paperback)",fiction
"The Children of Men (Paperback)",fiction
"Beautiful Creatures (Caster Chronicles, #1)",fiction
"Murder at the Vicarage (Miss Marple #1)",fiction
"A Breath of Snow and Ashes (Outlander, #6)",fiction
"Heart-Shaped Box (Hardcover)",fiction
"NW (Hardcover)",fiction
"The Day of the Triffids (Paperback)",fiction
"Black Swan Green (Paperback)",fiction
"The Day of the Jackal (Paperback)",fiction
"The Lottery and Other Stories (Paperback)",fiction
"Juliet, Naked (Hardcover)",fiction
"The Gargoyle (Hardcover)",fiction
"Armada (Hardcover)",fiction
"Memories of My Melancholy Whores (Mass Market Paperback)",fiction
"Finders Keepers (Bill Hodges Trilogy, #2)",fiction
"Two for the Dough (Stephanie Plum, #2)",fiction
"Doomsday Book (Oxford Time Travel, #1)",fiction
"Quicksilver (The Baroque Cycle, #1)",fiction
"The Tommyknockers (Mass Market Paperback)",fiction
"Shiver (The Wolves of Mercy Falls, #1)",fiction
"Silence (Paperback)",fiction
"The Housekeeper and the Professor (Paperback)",fiction
"Grave Peril (The Dresden Files, #3)",fiction
"Thinner (Mass Market Paperback)",fiction
"Consider Phlebas (Paperback)",fiction
"Child 44 (Leo Demidov, #1)",fiction
"Tears of the Giraffe (Paperback)",fiction
"Tortilla Flat (Hardcover)",fiction
"Unwind (Unwind, #1)",fiction
"The Book of Life (All Souls Trilogy, #3)",fiction
"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",fiction
"The Metamorphosis and Other Stories (Paperback)",fiction
"The Sum of All Fears (Jack Ryan Universe, #7)",fiction
"The Last Kingdom (The Saxon Stories, #1)",fiction
"In the Time of the Butterflies (Paperback)",fiction
"Wonder Boys",fiction
"The Edible Woman (Paperback)",fiction
"The Bloody Chamber and Other Stories (Paperback)",fiction
"NOS4A2 (Hardcover)",fiction
"The Witching Hour (Lives of the Mayfair Witches, #1)",fiction
"Normal People (Hardcover)",fiction
"The Slippery Slope (A Series of Unfortunate Events, #10)",fiction
"My Sister, the Serial Killer (Hardcover)",fiction
"The Hostile Hospital (A Series of Unfortunate Events, #8)",fiction
"Sycamore Row (Jake Brigance, #2)",fiction
"The Well of Lost Plots (Thursday Next #3)",fiction
"What We Talk About When We Talk About Love (Paperback)",fiction
"Winter Garden (Hardcover)",fiction
"The Beekeeper's Apprentice (Mary Russell and Sherlock Holmes #1)",fiction
"The Savage Detectives (Hardcover)",fiction
"Squirrel Seeks Chipmunk: A Modest Bestiary (Hardcover)",fiction
"Authority (Southern Reach, #2)",fiction
"The Physick Book of Deliverance Dane (Hardcover)",fiction
"The Lucky One (Hardcover)",fiction
"Home (Gilead, #2)",fiction
"Faithful Place (Dublin Murder Squad #3)",fiction
"American Wife (Hardcover)",fiction
"Solaris (Paperback)",fiction
"My Year of Rest and Relaxation (Paperback)",fiction
"The Peach Keeper (Hardcover)",fiction
"Inheritance (The Inheritance Cycle, #4)",fiction
"Message in a Bottle (Paperback)",fiction
"Winesburg, Ohio (Paperback)",fiction
"The Glass Bead Game (Paperback)",fiction
"The Mark of Athena (The Heroes of Olympus, #3)",fiction
"Children of the Mind (Ender's Saga, #4)",fiction
